Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info
,,SD05140,Abu Jabrah,Health,HEA,Non-hosting population,,26423,7754,,,
,,SD05140,Abu Jabrah,Health,HEA,People with disability,,13821,6614,,,
,,SD05140,Abu Jabrah,Health,HEA,total,,88908,44096,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,Adult,,,3396,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,Children,,,4031,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,Elderly,,,416,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,Female,,,3945,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,Host Communities,,,2494,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,IDP,,,3202,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,Male,,,3898,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,Non-hosting population,,,2147,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,People with disability,,,1176,,,
,,SD05140,Abu Jabrah,Multi-Purpose Cash,MPC,total,,,7842,,,
,,SD05140,Abu Jabrah,Refugee Response,MS,Adult,,1178,1178,,,
,,SD05140,Abu Jabrah,Refugee Response,MS,Children,,1128,1128,,,
,,SD05140,Abu Jabrah,Refugee Response,MS,Elderly,,147,147,,,
,,SD05140,Abu Jabrah,Refugee Response,MS,Female,,1251,1251,,,
,,SD05140,Abu Jabrah,Refugee Response,MS,Male,,1202,1202,,,
,,SD05140,Abu Jabrah,Refugee Response,MS,People with disability,,368,368,,,
,,SD05140,Abu Jabrah,Refugee Response,MS,total,,2453,2453,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,Adult,,1756,1284,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,Children,,10794,8169,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,Female,,7261,5450,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,Host Communities,,4252,2655,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,IDP,,3948,2565,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,Male,,5289,4003,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,Non-hosting population,,6894,4231,,,
,,SD05140,Abu Jabrah,Nutrition,NUT,total,,15095,9450,,,
,,SD05140,Abu Jabrah,General Protection,PRO,Adult,,17956,7128,,,
,,SD05140,Abu Jabrah,General Protection,PRO,Children,,17376,6898,,,
,,SD05140,Abu Jabrah,General Protection,PRO,Elderly,,1962,779,,,
,,SD05140,Abu Jabrah,General Protection,PRO,Female,,18763,7448,,,
,,SD05140,Abu Jabrah,General Protection,PRO,Host Communities,,7848,2268,,,
,,SD05140,Abu Jabrah,General Protection,PRO,IDP,,25058,8928,,,
,,SD05140,Abu Jabrah,General Protection,PRO,Male,,18531,7356,,,
,,SD05140,Abu Jabrah,General Protection,PRO,Non-hosting population,,14595,3608,,,
,,SD05140,Abu Jabrah,General Protection,PRO,People with disability,,5594,2220,,,
,,SD05140,Abu Jabrah,General Protection,PRO,total,,47501,14804,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,Adult,,3368,100,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,Children,,36986,1540,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,Female,,20303,838,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,Host Communities,,7777,600,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,IDP,,17759,520,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,Male,,20051,802,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,Non-hosting population,,7615,520,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,People with disability,,6054,246,,,
,,SD05140,Abu Jabrah,Child Protection,PRO-CPN,total,,33151,1640,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,Adult,,28131,6733,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,Children,,28132,6733,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,Elderly,,1149,275,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,Female,,51671,12367,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,Host Communities,,17066,1779,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,IDP,,29699,11185,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,Male,,5741,1374,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,Non-hosting population,,7847,671,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,People with disability,,8612,1374,,,
,,SD05140,Abu Jabrah,Gender-Based Violence (GBV),PRO-GBV,total,,54612,13634,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,Adult,,9080,5921,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,Children,,11809,6597,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,Elderly,,1049,770,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,Female,,11101,6630,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,Host Communities,,11942,4309,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,IDP,,29398,5903,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,Male,,10837,6658,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,Non-hosting population,,13430,3076,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,People with disability,,,1989,,,
,,SD05140,Abu Jabrah,Mine Action,PRO-MIN,total,,54770,13288,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,Adult,,34425,2649,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,Children,,44692,3508,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,Elderly,,3753,393,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,Female,,41382,3271,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,Host Communities,,23523,1698,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,IDP,,22734,4657,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,Male,,41488,3279,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,Non-hosting population,,8732,195,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,People with disability,,12431,983,,,
,,SD05140,Abu Jabrah,Emergency Shelter and Non-Food Items,SHL,total,,54989,6550,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,Adult,,52151,20099,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,Children,,84569,32593,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,Elderly,,4228,1630,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,Female,,71883,27704,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,Host Communities,,38581,20152,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,IDP,,32374,18126,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,Male,,69065,26618,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,Non-hosting population,,38744,16044,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,People with disability,,16914,6518,,,
,,SD05140,Abu Jabrah,"Water, Sanitation and Hygiene",WSH,total,,109698,54322,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,Adult,120348,103269,86862,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,Children,142861,122588,103111,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,Elderly,14731,12640,10632,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,Female,139804,119964,100904,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,Host Communities,61495,32507,47727,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,IDP,216445,1905,152878,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,Male,138136,118533,99701,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,People with disability,41691,35775,30091,,,
,,SD05142,Ad Du'ayn,Final caseload,ALL,total,277940,238497,200605,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,Adult,,39205,15443,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,Children,,54819,21778,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,Elderly,,6112,2376,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,Female,,52553,20986,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,IDP,,97683,39597,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,Male,,47582,18611,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,People with disability,,8644,5940,,,
,,SD05142,Ad Du'ayn,Site Management,CCM,total,,97683,39597,,,
,,SD05142,Ad Du'ayn,Education,EDU,Children,,47235,22867,,,
,,SD05142,Ad Du'ayn,Education,EDU,Female,,24090,11662,,,
,,SD05142,Ad Du'ayn,Education,EDU,Host Communities,,11765,4603,,,
,,SD05142,Ad Du'ayn,Education,EDU,IDP,,39101,18264,,,
,,SD05142,Ad Du'ayn,Education,EDU,Male,,23145,11205,,,
,,SD05142,Ad Du'ayn,Education,EDU,total,,50866,22867,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,Adult,,80022,168847,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,Children,,90934,3555,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,Elderly,,10912,5332,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,Female,,90934,97221,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,Host Communities,,47869,46549,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,IDP,,154052,131186,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,Male,,90934,80514,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,People with disability,,27280,4443,,,
,,SD05142,Ad Du'ayn,Food Security and Livelihoods,FSC,total,,201921,177734,,,
,,SD05142,Ad Du'ayn,Health,HEA,Adult,,64770,48338,,,
,,SD05142,Ad Du'ayn,Health,HEA,Children,,81464,57381,,,
,,SD05142,Ad Du'ayn,Health,HEA,Elderly,,8110,5917,,,
,,SD05142,Ad Du'ayn,Health,HEA,Female,,77836,56934,,,
,,SD05142,Ad Du'ayn,Health,HEA,Host Communities,,40544,23696,,,
,,SD05142,Ad Du'ayn,Health,HEA,IDP,,151961,87940,,,
,,SD05142,Ad Du'ayn,Health,HEA,Male,,76508,54702,,,
,,SD05142,Ad Du'ayn,Health,HEA,People with disability,,7873,16745,,,
,,SD05142,Ad Du'ayn,Health,HEA,total,,192505,111636,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,Adult,,,8221,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,Children,,,9759,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,Elderly,,,1006,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,Female,,,9550,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,Host Communities,,,3191,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,IDP,,,15796,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,Male,,,9436,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,People with disability,,,2848,,,
,,SD05142,Ad Du'ayn,Multi-Purpose Cash,MPC,total,,,18987,,,
,,SD05142,Ad Du'ayn,Nutrition,NUT,Adult,,3489,2047,,,
,,SD05142,Ad Du'ayn,Nutrition,NUT,Children,,17620,14004,,,
,,SD05142,Ad Du'ayn,Nutrition,NUT,Female,,12475,9189,,,
,,SD05142,Ad Du'ayn,Nutrition,NUT,Host Communities,,5442,3398,,,
,,SD05142,Ad Du'ayn,Nutrition,NUT,IDP,,19478,12653,,,
,,SD05142,Ad Du'ayn,Nutrition,NUT,Male,,8634,6862,,,
,,SD05142,Ad Du'ayn,Nutrition,NUT,total,,24920,16051,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,Adult,,47132,22604,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,Children,,45609,21874,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,Elderly,,5150,2470,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,Female,,49251,23620,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,Host Communities,,10043,2902,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,IDP,,123618,44045,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,Male,,48640,23327,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,People with disability,,14684,7042,,,
,,SD05142,Ad Du'ayn,General Protection,PRO,total,,133661,46947,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,Adult,,8502,7083,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,Children,,120938,110957,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,Female,,65123,60201,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,Host Communities,,13270,1460,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,IDP,,116811,116580,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,Male,,64317,57839,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,People with disability,,19416,17706,,,
,,SD05142,Ad Du'ayn,Child Protection,PRO-CPN,total,,130081,118040,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,Adult,,88182,59950,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,Children,,88183,59950,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,Elderly,,3600,2446,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,Female,,161969,110112,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,Host Communities,,21839,2276,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,IDP,,146512,55176,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,Male,,17996,12234,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,People with disability,,26995,12234,,,
,,SD05142,Ad Du'ayn,Gender-Based Violence (GBV),PRO-GBV,total,,168351,57452,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,Adult,,77140,15434,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,Children,,96704,17197,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,Elderly,,11923,2006,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,Female,,91104,17282,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,Host Communities,,15282,5514,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,IDP,,145027,29122,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,Male,,94663,17355,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,People with disability,,,5184,,,
,,SD05142,Ad Du'ayn,Mine Action,PRO-MIN,total,,160310,34636,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,Adult,,75213,15888,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,Children,,94599,22143,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,Elderly,,9418,2427,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,Female,,90386,20403,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,Host Communities,,30103,2172,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,IDP,,112151,38286,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,Male,,88843,20055,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,People with disability,,26884,6069,,,
,,SD05142,Ad Du'ayn,Emergency Shelter and Non-Food Items,SHL,total,,142254,40458,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,Adult,,71394,42628,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,Children,,115774,69126,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,Elderly,,5789,3456,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,Female,,98408,58757,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,Host Communities,,49373,25789,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,IDP,,159706,89420,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,Male,,94549,56453,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,People with disability,,23155,13825,,,
,,SD05142,Ad Du'ayn,"Water, Sanitation and Hygiene",WSH,total,,209079,115210,,,
,,SD05148,Shia'ria,Final caseload,ALL,Adult,139291,121007,102028,,,
,,SD05148,Shia'ria,Final caseload,ALL,Children,165348,143644,121114,,,
,,SD05148,Shia'ria,Final caseload,ALL,Elderly,17049,14812,12488,,,
,,SD05148,Shia'ria,Final caseload,ALL,Female,161809,140570,118522,,,
,,SD05148,Shia'ria,Final caseload,ALL,Host Communities,120603,25004,93602,,,
,,SD05148,Shia'ria,Final caseload,ALL,IDP,201085,21069,142029,,,
,,SD05148,Shia'ria,Final caseload,ALL,Male,159879,138893,117109,,,
,,SD05148,Shia'ria,Final caseload,ALL,Non-hosting population,,201859,,,,
,,SD05148,Shia'ria,Final caseload,ALL,People with disability,48253,41919,35345,,,
,,SD05148,Shia'ria,Final caseload,ALL,total,321688,279463,235631,,,
,,SD05148,Shia'ria,Site Management,CCM,Adult,,22562,14347,,,
,,SD05148,Shia'ria,Site Management,CCM,Children,,31548,20233,,,
,,SD05148,Shia'ria,Site Management,CCM,Elderly,,3517,2207,,,
,,SD05148,Shia'ria,Site Management,CCM,Female,,30244,19497,,,
,,SD05148,Shia'ria,Site Management,CCM,IDP,,90751,36787,,,
,,SD05148,Shia'ria,Site Management,CCM,Male,,27383,17290,,,
,,SD05148,Shia'ria,Site Management,CCM,People with disability,,4478,5518,,,
,,SD05148,Shia'ria,Site Management,CCM,total,,90751,36787,,,
,,SD05148,Shia'ria,Education,EDU,Children,,56285,25995,,,
,,SD05148,Shia'ria,Education,EDU,Female,,28705,13258,,,
,,SD05148,Shia'ria,Education,EDU,Host Communities,,23072,9027,,,
,,SD05148,Shia'ria,Education,EDU,IDP,,36326,16968,,,
,,SD05148,Shia'ria,Education,EDU,Male,,27580,12738,,,
,,SD05148,Shia'ria,Education,EDU,total,,59399,25995,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,Adult,,90257,202508,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,Children,,102565,4263,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,Elderly,,12308,6395,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,Female,,102565,116602,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,Host Communities,,93880,91290,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,IDP,,143119,121876,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,Male,,102565,96564,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,People with disability,,30770,5329,,,
,,SD05148,Shia'ria,Food Security and Livelihoods,FSC,total,,237000,213166,,,
,,SD05148,Shia'ria,Health,HEA,Adult,,91363,55498,,,
,,SD05148,Shia'ria,Health,HEA,Children,,123373,65880,,,
,,SD05148,Shia'ria,Health,HEA,Elderly,,13754,6793,,,
,,SD05148,Shia'ria,Health,HEA,Female,,116339,65367,,,
,,SD05148,Shia'ria,Health,HEA,Host Communities,,79515,46472,,,
,,SD05148,Shia'ria,Health,HEA,IDP,,141177,81699,,,
,,SD05148,Shia'ria,Health,HEA,Male,,112151,62804,,,
,,SD05148,Shia'ria,Health,HEA,People with disability,,32833,19226,,,
,,SD05148,Shia'ria,Health,HEA,total,,220692,128171,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,Adult,,,9064,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,Children,,,10760,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,Elderly,,,1109,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,Female,,,10529,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,Host Communities,,,6258,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,IDP,,,14675,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,Male,,,10404,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,People with disability,,,3140,,,
,,SD05148,Shia'ria,Multi-Purpose Cash,MPC,total,,,20933,,,
,,SD05148,Shia'ria,Nutrition,NUT,Adult,,4996,2340,,,
,,SD05148,Shia'ria,Nutrition,NUT,Children,,60045,16079,,,
,,SD05148,Shia'ria,Nutrition,NUT,Female,,35619,10540,,,
,,SD05148,Shia'ria,Nutrition,NUT,Host Communities,,10673,6664,,,
,,SD05148,Shia'ria,Nutrition,NUT,IDP,,18096,11755,,,
,,SD05148,Shia'ria,Nutrition,NUT,Male,,29422,7879,,,
,,SD05148,Shia'ria,Nutrition,NUT,total,,28769,18419,,,
,,SD05148,Shia'ria,General Protection,PRO,Adult,,48878,22442,,,
,,SD05148,Shia'ria,General Protection,PRO,Children,,47298,21717,,,
,,SD05148,Shia'ria,General Protection,PRO,Elderly,,5340,2452,,,
,,SD05148,Shia'ria,General Protection,PRO,Female,,51074,23451,,,
,,SD05148,Shia'ria,General Protection,PRO,Host Communities,,19697,5692,,,
,,SD05148,Shia'ria,General Protection,PRO,IDP,,114845,40919,,,
,,SD05148,Shia'ria,General Protection,PRO,Male,,50442,23160,,,
,,SD05148,Shia'ria,General Protection,PRO,People with disability,,15227,6992,,,
,,SD05148,Shia'ria,General Protection,PRO,total,,134542,46611,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,Adult,,10306,566,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,Children,,126587,8838,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,Female,,68873,4797,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,Host Communities,,26025,620,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,IDP,,108521,8784,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,Male,,68020,4607,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,People with disability,,20534,1410,,,
,,SD05148,Shia'ria,Child Protection,PRO-CPN,total,,134546,9404,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,Adult,,87753,25797,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,Children,,87753,25797,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,Elderly,,3582,1051,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,Female,,161180,47380,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,Host Communities,,42831,4464,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,IDP,,136115,51260,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,Male,,17908,5265,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,People with disability,,26864,5265,,,
,,SD05148,Shia'ria,Gender-Based Violence (GBV),PRO-GBV,total,,178946,55724,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,Adult,,75066,16874,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,Children,,97819,18802,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,Elderly,,10938,2193,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,Female,,95656,18895,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,Host Communities,,29972,10814,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,IDP,,134735,27056,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,Male,,88167,18974,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,People with disability,,,5667,,,
,,SD05148,Shia'ria,Mine Action,PRO-MIN,total,,164707,37869,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,Adult,,89685,10198,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,Children,,121107,13869,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,Elderly,,13501,1536,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,Female,,114202,13037,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,Host Communities,,59038,4261,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,IDP,,104192,21342,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,Male,,110091,12566,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,People with disability,,33644,3840,,,
,,SD05148,Shia'ria,Emergency Shelter and Non-Food Items,SHL,total,,163230,25603,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,Adult,,115696,49451,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,Children,,187616,80191,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,Elderly,,9381,4010,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,Female,,159473,68163,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,Host Communities,,96829,50577,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,IDP,,148372,83075,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,Male,,153220,65490,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,People with disability,,37523,16038,,,
,,SD05148,Shia'ria,"Water, Sanitation and Hygiene",WSH,total,,245202,133652,,,
,,SD05152,Al Firdous,Final caseload,ALL,Adult,101195,71611,53598,,,
,,SD05152,Al Firdous,Final caseload,ALL,Children,120125,85007,63625,,,
,,SD05152,Al Firdous,Final caseload,ALL,Elderly,12386,8765,6561,,,
,,SD05152,Al Firdous,Final caseload,ALL,Female,117554,83188,62263,,,
,,SD05152,Al Firdous,Final caseload,ALL,Host Communities,63630,20092,49384,,,
